Query ID,Best ID,Search DB,,
ASV_1401,No match,COI SPECIES DATABASE,,
ASV_1402,No match,COI SPECIES DATABASE,,
ASV_1403,No match,COI SPECIES DATABASE,,
ASV_1404,Wolbachia endosymbiont of Formicidae,COI SPECIES DATABASE,99.62,97.19
ASV_1405,No match,COI SPECIES DATABASE,,
ASV_1406,No match,COI SPECIES DATABASE,,
ASV_1407,No match,COI SPECIES DATABASE,,
ASV_1408,No match,COI SPECIES DATABASE,,
ASV_1409,No match,COI SPECIES DATABASE,,
ASV_1410,No match,COI SPECIES DATABASE,,
ASV_1411,No match,COI SPECIES DATABASE,,
ASV_1412,No match,COI SPECIES DATABASE,,
ASV_1413,2012,COI SPECIES DATABASE,99.68,89.97
ASV_1414,No match,COI SPECIES DATABASE,,
ASV_1415,No match,COI SPECIES DATABASE,,
ASV_1416,No match,COI SPECIES DATABASE,,
ASV_1417,No match,COI SPECIES DATABASE,,
ASV_1418,Heteropoda venatoria,COI SPECIES DATABASE,100,90.63
ASV_1419,No match,COI SPECIES DATABASE,,
ASV_1420,No match,COI SPECIES DATABASE,,
ASV_1421,No match,COI SPECIES DATABASE,,
ASV_1422,No match,COI SPECIES DATABASE,,
ASV_1423,Dermatophagoides pteronyssinus,COI SPECIES DATABASE,99.35,85.11
ASV_1424,No match,COI SPECIES DATABASE,,
ASV_1425,No match,COI SPECIES DATABASE,,
ASV_1426,No match,COI SPECIES DATABASE,,
ASV_1427,No match,COI SPECIES DATABASE,,
ASV_1428,No match,COI SPECIES DATABASE,,
ASV_1429,No match,COI SPECIES DATABASE,,
ASV_1430,No match,COI SPECIES DATABASE,,
ASV_1431,No match,COI SPECIES DATABASE,,
ASV_1432,No match,COI SPECIES DATABASE,,
ASV_1433,No match,COI SPECIES DATABASE,,
ASV_1434,No match,COI SPECIES DATABASE,,
ASV_1435,No match,COI SPECIES DATABASE,,
ASV_1436,No match,COI SPECIES DATABASE,,
ASV_1437,Penicillium oxalicum,COI SPECIES DATABASE,98.87,94.35
ASV_1438,Cardiocondyla minutior,COI SPECIES DATABASE,100,85.47
ASV_1439,No match,COI SPECIES DATABASE,,
ASV_1440,No match,COI SPECIES DATABASE,,
ASV_1441,No match,COI SPECIES DATABASE,,
ASV_1442,No match,COI SPECIES DATABASE,,
ASV_1443,No match,COI SPECIES DATABASE,,
ASV_1444,No match,COI SPECIES DATABASE,,
ASV_1445,No match,COI SPECIES DATABASE,,
ASV_1446,No match,COI SPECIES DATABASE,,
ASV_1447,No match,COI SPECIES DATABASE,,
ASV_1448,No match,COI SPECIES DATABASE,,
ASV_1449,No match,COI SPECIES DATABASE,,
ASV_1450,No match,COI SPECIES DATABASE,,
ASV_1451,No match,COI SPECIES DATABASE,,
ASV_1452,No match,COI SPECIES DATABASE,,
ASV_1453,No match,COI SPECIES DATABASE,,
ASV_1454,No match,COI SPECIES DATABASE,,
ASV_1455,No match,COI SPECIES DATABASE,,
ASV_1456,No match,COI SPECIES DATABASE,,
ASV_1457,No match,COI SPECIES DATABASE,,
ASV_1458,No match,COI SPECIES DATABASE,,
ASV_1459,No match,COI SPECIES DATABASE,,
ASV_1460,No match,COI SPECIES DATABASE,,
ASV_1461,No match,COI SPECIES DATABASE,,
ASV_1462,No match,COI SPECIES DATABASE,,
ASV_1463,No match,COI SPECIES DATABASE,,
ASV_1464,No match,COI SPECIES DATABASE,,
ASV_1465,No match,COI SPECIES DATABASE,,
ASV_1466,No match,COI SPECIES DATABASE,,
ASV_1467,No match,COI SPECIES DATABASE,,
ASV_1468,No match,COI SPECIES DATABASE,,
ASV_1469,No match,COI SPECIES DATABASE,,
ASV_1470,No match,COI SPECIES DATABASE,,
ASV_1471,No match,COI SPECIES DATABASE,,
ASV_1472,No match,COI SPECIES DATABASE,,
ASV_1473,No match,COI SPECIES DATABASE,,
ASV_1474,No match,COI SPECIES DATABASE,,
ASV_1475,No match,COI SPECIES DATABASE,,
ASV_1476,No match,COI SPECIES DATABASE,,
ASV_1477,No match,COI SPECIES DATABASE,,
ASV_1478,No match,COI SPECIES DATABASE,,
ASV_1479,No match,COI SPECIES DATABASE,,
ASV_1480,No match,COI SPECIES DATABASE,,
ASV_1481,No match,COI SPECIES DATABASE,,
ASV_1482,No match,COI SPECIES DATABASE,,
ASV_1483,No match,COI SPECIES DATABASE,,
ASV_1484,No match,COI SPECIES DATABASE,,
ASV_1485,No match,COI SPECIES DATABASE,,
ASV_1486,No match,COI SPECIES DATABASE,,
ASV_1487,No match,COI SPECIES DATABASE,,
ASV_1488,No match,COI SPECIES DATABASE,,
ASV_1489,No match,COI SPECIES DATABASE,,
ASV_1490,Pheidole megacephala,COI SPECIES DATABASE,99.68,99.66
ASV_1491,Pheidole megacephala,COI SPECIES DATABASE,100,97.41
ASV_1492,No match,COI SPECIES DATABASE,,
ASV_1493,No match,COI SPECIES DATABASE,,
ASV_1494,No match,COI SPECIES DATABASE,,
ASV_1495,No match,COI SPECIES DATABASE,,
ASV_1496,No match,COI SPECIES DATABASE,,
ASV_1497,IsotomidaeGEN sp. DPCOL102537,COI SPECIES DATABASE,98.75,81.19
ASV_1498,No match,COI SPECIES DATABASE,,
ASV_1499,No match,COI SPECIES DATABASE,,
ASV_1500,No match,COI SPECIES DATABASE,,
