Query ID,Best ID,Search DB,,
ASV_1701,No match,COI SPECIES DATABASE,,
ASV_1702,No match,COI SPECIES DATABASE,,
ASV_1703,No match,COI SPECIES DATABASE,,
ASV_1704,No match,COI SPECIES DATABASE,,
ASV_1705,No match,COI SPECIES DATABASE,,
ASV_1706,No match,COI SPECIES DATABASE,,
ASV_1707,No match,COI SPECIES DATABASE,,
ASV_1708,No match,COI SPECIES DATABASE,,
ASV_1709,No match,COI SPECIES DATABASE,,
ASV_1710,No match,COI SPECIES DATABASE,,
ASV_1711,No match,COI SPECIES DATABASE,,
ASV_1712,Phisis holdhausi,COI SPECIES DATABASE,98.84,85.66
ASV_1713,No match,COI SPECIES DATABASE,,
ASV_1714,Phisis holdhausi,COI SPECIES DATABASE,99.39,85.23
ASV_1715,No match,COI SPECIES DATABASE,,
ASV_1716,No match,COI SPECIES DATABASE,,
ASV_1717,No match,COI SPECIES DATABASE,,
ASV_1718,No match,COI SPECIES DATABASE,,
ASV_1719,No match,COI SPECIES DATABASE,,
ASV_1720,No match,COI SPECIES DATABASE,,
ASV_1721,Phisis holdhausi,COI SPECIES DATABASE,99.39,85.17
ASV_1722,No match,COI SPECIES DATABASE,,
ASV_1723,No match,COI SPECIES DATABASE,,
ASV_1724,No match,COI SPECIES DATABASE,,
ASV_1725,No match,COI SPECIES DATABASE,,
ASV_1726,No match,COI SPECIES DATABASE,,
ASV_1727,No match,COI SPECIES DATABASE,,
ASV_1728,No match,COI SPECIES DATABASE,,
ASV_1729,No match,COI SPECIES DATABASE,,
ASV_1730,No match,COI SPECIES DATABASE,,
ASV_1731,No match,COI SPECIES DATABASE,,
ASV_1732,No match,COI SPECIES DATABASE,,
ASV_1733,No match,COI SPECIES DATABASE,,
ASV_1734,No match,COI SPECIES DATABASE,,
ASV_1735,No match,COI SPECIES DATABASE,,
ASV_1736,No match,COI SPECIES DATABASE,,
ASV_1737,No match,COI SPECIES DATABASE,,
ASV_1738,No match,COI SPECIES DATABASE,,
