Query ID,Best ID,Search DB,,
ASV_701,Ectopsocus fullawayi,COI SPECIES DATABASE,99.03,83.8
ASV_702,No match,COI SPECIES DATABASE,,
ASV_703,No match,COI SPECIES DATABASE,,
ASV_704,No match,COI SPECIES DATABASE,,
ASV_705,No match,COI SPECIES DATABASE,,
ASV_706,Neoscona theisi,COI SPECIES DATABASE,98.39,95.16
ASV_707,No match,COI SPECIES DATABASE,,
ASV_708,No match,COI SPECIES DATABASE,,
ASV_709,No match,COI SPECIES DATABASE,,
ASV_710,Neoscona theisi,COI SPECIES DATABASE,99.63,96.76
ASV_711,No match,COI SPECIES DATABASE,,
ASV_712,No match,COI SPECIES DATABASE,,
ASV_713,No match,COI SPECIES DATABASE,,
ASV_714,No match,COI SPECIES DATABASE,,
ASV_715,No match,COI SPECIES DATABASE,,
ASV_716,Neoscona theisi,COI SPECIES DATABASE,99.6,94.5
ASV_717,No match,COI SPECIES DATABASE,,
ASV_718,No match,COI SPECIES DATABASE,,
ASV_719,No match,COI SPECIES DATABASE,,
ASV_720,No match,COI SPECIES DATABASE,,
ASV_721,No match,COI SPECIES DATABASE,,
ASV_722,No match,COI SPECIES DATABASE,,
ASV_723,No match,COI SPECIES DATABASE,,
ASV_724,Heteropoda venatoria,COI SPECIES DATABASE,99.68,90.41
ASV_725,Mus musculus,COI SPECIES DATABASE,99.64,99.03
ASV_726,Smeringopus pallidus,COI SPECIES DATABASE,99.54,80.82
ASV_727,No match,COI SPECIES DATABASE,,
ASV_728,No match,COI SPECIES DATABASE,,
ASV_729,No match,COI SPECIES DATABASE,,
ASV_730,Mus musculus,COI SPECIES DATABASE,99.64,99.03
ASV_731,No match,COI SPECIES DATABASE,,
ASV_732,No match,COI SPECIES DATABASE,,
ASV_733,Wolbachia sp. Tetraponera manangotra,COI SPECIES DATABASE,99.03,97.73
ASV_734,Wolbachia sp.,COI SPECIES DATABASE,99.2,98.02
ASV_735,No match,COI SPECIES DATABASE,,
ASV_736,Heteropoda venatoria,COI SPECIES DATABASE,99.67,90.31
ASV_737,No match,COI SPECIES DATABASE,,
ASV_738,No match,COI SPECIES DATABASE,,
ASV_739,No match,COI SPECIES DATABASE,,
ASV_740,No match,COI SPECIES DATABASE,,
ASV_741,No match,COI SPECIES DATABASE,,
ASV_742,No match,COI SPECIES DATABASE,,
ASV_743,Scytodes longipes,COI SPECIES DATABASE,98,85
ASV_744,No match,COI SPECIES DATABASE,,
ASV_745,No match,COI SPECIES DATABASE,,
ASV_746,Pycnoscelus surinamensis,COI SPECIES DATABASE,100,84.47
ASV_747,No match,COI SPECIES DATABASE,,
ASV_748,Chrysotus cockerellae,COI SPECIES DATABASE,100,90.95
ASV_749,No match,COI SPECIES DATABASE,,
ASV_750,No match,COI SPECIES DATABASE,,
ASV_751,No match,COI SPECIES DATABASE,,
ASV_752,No match,COI SPECIES DATABASE,,
ASV_753,Holoplagia guamensis,COI SPECIES DATABASE,100,88.89
ASV_754,No match,COI SPECIES DATABASE,,
ASV_755,No match,COI SPECIES DATABASE,,
ASV_756,No match,COI SPECIES DATABASE,,
ASV_757,No match,COI SPECIES DATABASE,,
ASV_758,No match,COI SPECIES DATABASE,,
ASV_759,No match,COI SPECIES DATABASE,,
ASV_760,No match,COI SPECIES DATABASE,,
ASV_761,No match,COI SPECIES DATABASE,,
ASV_762,No match,COI SPECIES DATABASE,,
ASV_763,No match,COI SPECIES DATABASE,,
ASV_764,No match,COI SPECIES DATABASE,,
ASV_765,No match,COI SPECIES DATABASE,,
ASV_766,No match,COI SPECIES DATABASE,,
ASV_767,Heteropoda venatoria,COI SPECIES DATABASE,97.53,90
ASV_768,No match,COI SPECIES DATABASE,,
ASV_769,No match,COI SPECIES DATABASE,,
ASV_770,No match,COI SPECIES DATABASE,,
ASV_771,No match,COI SPECIES DATABASE,,
ASV_772,No match,COI SPECIES DATABASE,,
ASV_773,No match,COI SPECIES DATABASE,,
ASV_774,Penicillium citrinum,COI SPECIES DATABASE,100,96.61
ASV_775,Phytophthora nicotianae,COI SPECIES DATABASE,100,95.79
ASV_776,2014a,COI SPECIES DATABASE,100,80.91
ASV_777,Heteropoda venatoria,COI SPECIES DATABASE,99.67,90.94
ASV_778,Pheidole megacephala,COI SPECIES DATABASE,100,97.73
ASV_779,No match,COI SPECIES DATABASE,,
ASV_780,No match,COI SPECIES DATABASE,,
ASV_781,Linepithema humile,COI SPECIES DATABASE,100,100
ASV_782,No match,COI SPECIES DATABASE,,
ASV_783,No match,COI SPECIES DATABASE,,
ASV_784,Ponera swezeyi,COI SPECIES DATABASE,100,100
ASV_785,No match,COI SPECIES DATABASE,,
ASV_786,No match,COI SPECIES DATABASE,,
ASV_787,No match,COI SPECIES DATABASE,,
ASV_788,Heteropoda venatoria,COI SPECIES DATABASE,100,90.63
ASV_789,Mus musculus,COI SPECIES DATABASE,99.64,99.03
ASV_790,No match,COI SPECIES DATABASE,,
ASV_791,Wolbachia sp. Tetraponera manangotra,COI SPECIES DATABASE,99.68,97.83
ASV_792,Aspergillus niger,COI SPECIES DATABASE,100,90.4
ASV_793,Tyrophagus putrescentiae,COI SPECIES DATABASE,97.41,96.44
ASV_794,No match,COI SPECIES DATABASE,,
ASV_795,Pantala flavescens,COI SPECIES DATABASE,97.73,96.76
ASV_796,No match,COI SPECIES DATABASE,,
ASV_797,No match,COI SPECIES DATABASE,,
ASV_798,No match,COI SPECIES DATABASE,,
ASV_799,Wolbachia sp. Tetraponera manangotra,COI SPECIES DATABASE,99.35,98.06
ASV_800,No match,COI SPECIES DATABASE,,
