Query ID,Best ID,Search DB,,
ASV_1401,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1402,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1403,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1404,Wolbachia endosymbiont of Formicidae,COI FULL DATABASE (includes records without species designation),99.62,97.33
ASV_1405,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1406,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1407,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1408,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1409,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1410,Dermaptera,COI FULL DATABASE (includes records without species designation),99.3,85.11
ASV_1411,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1412,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1413,2012,COI FULL DATABASE (includes records without species designation),99.68,90.29
ASV_1414,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1415,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1416,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1417,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1418,Heteropoda venatoria,COI FULL DATABASE (includes records without species designation),100,90.72
ASV_1419,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1420,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1421,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1422,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1423,Dermatophagoides pteronyssinus,COI FULL DATABASE (includes records without species designation),99.35,86.27
ASV_1424,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1425,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1426,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1427,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1428,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1429,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1430,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1431,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1432,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1433,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1434,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1435,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1436,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1437,Penicillium oxalicum,COI FULL DATABASE (includes records without species designation),98.87,94.35
ASV_1438,Cardiocondyla minutior,COI FULL DATABASE (includes records without species designation),100,85.76
ASV_1439,Coleoptera,COI FULL DATABASE (includes records without species designation),100,87.95
ASV_1440,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1441,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1442,Diptera,COI FULL DATABASE (includes records without species designation),100,85.65
ASV_1443,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1444,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1445,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1446,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1447,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1448,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1449,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1450,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1451,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1452,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1453,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1454,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1455,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1456,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1457,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1458,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1459,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1460,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1461,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1462,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1463,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1464,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1465,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1466,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1467,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1468,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1469,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1470,Orthoptera,COI FULL DATABASE (includes records without species designation),100,86.08
ASV_1471,Zygomycota Insecta ,COI FULL DATABASE (includes records without species designation),100,96.38
ASV_1472,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1473,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1474,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1475,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1476,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1477,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1478,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1479,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1480,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1481,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1482,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1483,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1484,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1485,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1486,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1487,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1488,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1489,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1490,Hymenoptera,COI FULL DATABASE (includes records without species designation),100,99.68
ASV_1491,Pheidole megacephala,COI FULL DATABASE (includes records without species designation),100,100
ASV_1492,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1493,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1494,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1495,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1496,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1497,IsotomidaeGEN sp. DPCOL102537,COI FULL DATABASE (includes records without species designation),98.75,81.85
ASV_1498,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1499,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1500,No match,COI FULL DATABASE (includes records without species designation),,
