Query ID,Best ID,Search DB,,
Zotu301,No match,COI FULL DATABASE (includes records without species designation),,
Zotu302,No match,COI FULL DATABASE (includes records without species designation),,
Zotu303,No match,COI FULL DATABASE (includes records without species designation),,
Zotu304,No match,COI FULL DATABASE (includes records without species designation),,
Zotu305,No match,COI FULL DATABASE (includes records without species designation),,
Zotu306,Orthoptera,COI FULL DATABASE (includes records without species designation),97.14,87.7
Zotu307,Dermaptera,COI FULL DATABASE (includes records without species designation),97.54,85.44
Zotu308,No match,COI FULL DATABASE (includes records without species designation),,
Zotu309,No match,COI FULL DATABASE (includes records without species designation),,
Zotu310,No match,COI FULL DATABASE (includes records without species designation),,
Zotu311,No match,COI FULL DATABASE (includes records without species designation),,
Zotu312,No match,COI FULL DATABASE (includes records without species designation),,
Zotu313,Orthoptera,COI FULL DATABASE (includes records without species designation),100,87.06
Zotu314,No match,COI FULL DATABASE (includes records without species designation),,
Zotu315,No match,COI FULL DATABASE (includes records without species designation),,
Zotu316,No match,COI FULL DATABASE (includes records without species designation),,
Zotu317,No match,COI FULL DATABASE (includes records without species designation),,
Zotu318,No match,COI FULL DATABASE (includes records without species designation),,
Zotu319,No match,COI FULL DATABASE (includes records without species designation),,
Zotu320,No match,COI FULL DATABASE (includes records without species designation),,
Zotu321,No match,COI FULL DATABASE (includes records without species designation),,
Zotu322,No match,COI FULL DATABASE (includes records without species designation),,
Zotu323,No match,COI FULL DATABASE (includes records without species designation),,
Zotu324,No match,COI FULL DATABASE (includes records without species designation),,
Zotu325,No match,COI FULL DATABASE (includes records without species designation),,
Zotu326,No match,COI FULL DATABASE (includes records without species designation),,
Zotu327,No match,COI FULL DATABASE (includes records without species designation),,
Zotu328,No match,COI FULL DATABASE (includes records without species designation),,
Zotu329,No match,COI FULL DATABASE (includes records without species designation),,
Zotu330,No match,COI FULL DATABASE (includes records without species designation),,
Zotu331,No match,COI FULL DATABASE (includes records without species designation),,
