Query ID,Best ID,Search DB,,
ASV_401,No match,COI SPECIES DATABASE,,
ASV_402,No match,COI SPECIES DATABASE,,
ASV_403,Heteropoda venatoria,COI SPECIES DATABASE,99.35,89.97
ASV_404,No match,COI SPECIES DATABASE,,
ASV_405,No match,COI SPECIES DATABASE,,
ASV_406,No match,COI SPECIES DATABASE,,
ASV_407,No match,COI SPECIES DATABASE,,
ASV_408,No match,COI SPECIES DATABASE,,
ASV_409,No match,COI SPECIES DATABASE,,
ASV_410,No match,COI SPECIES DATABASE,,
ASV_411,Heteropoda venatoria,COI SPECIES DATABASE,99.68,90.53
ASV_412,No match,COI SPECIES DATABASE,,
ASV_413,No match,COI SPECIES DATABASE,,
ASV_414,Wolbachia sp. Tetraponera manangotra,COI SPECIES DATABASE,99.35,98.28
ASV_415,No match,COI SPECIES DATABASE,,
ASV_416,No match,COI SPECIES DATABASE,,
ASV_417,Mus musculus,COI SPECIES DATABASE,99.64,99.03
ASV_418,No match,COI SPECIES DATABASE,,
ASV_419,Scytodes longipes,COI SPECIES DATABASE,98.38,84.79
ASV_420,No match,COI SPECIES DATABASE,,
ASV_421,No match,COI SPECIES DATABASE,,
ASV_422,No match,COI SPECIES DATABASE,,
ASV_423,No match,COI SPECIES DATABASE,,
ASV_424,No match,COI SPECIES DATABASE,,
ASV_425,Cephalochrysa maxima,COI SPECIES DATABASE,100,87.91
ASV_426,No match,COI SPECIES DATABASE,,
ASV_427,No match,COI SPECIES DATABASE,,
ASV_428,No match,COI SPECIES DATABASE,,
ASV_429,No match,COI SPECIES DATABASE,,
ASV_430,No match,COI SPECIES DATABASE,,
ASV_431,No match,COI SPECIES DATABASE,,
ASV_432,No match,COI SPECIES DATABASE,,
ASV_433,No match,COI SPECIES DATABASE,,
ASV_434,No match,COI SPECIES DATABASE,,
ASV_435,No match,COI SPECIES DATABASE,,
ASV_436,Neoscona theisi,COI SPECIES DATABASE,99.63,97.09
ASV_437,No match,COI SPECIES DATABASE,,
ASV_438,No match,COI SPECIES DATABASE,,
ASV_439,No match,COI SPECIES DATABASE,,
ASV_440,No match,COI SPECIES DATABASE,,
ASV_441,Lamprolonchaea metatarsata,COI SPECIES DATABASE,100,90.56
ASV_442,Conoderus pallipes,COI SPECIES DATABASE,99.68,86.18
ASV_443,No match,COI SPECIES DATABASE,,
ASV_444,No match,COI SPECIES DATABASE,,
ASV_445,No match,COI SPECIES DATABASE,,
ASV_446,No match,COI SPECIES DATABASE,,
ASV_447,No match,COI SPECIES DATABASE,,
ASV_448,Agonoxena argaula,COI SPECIES DATABASE,99.68,89.64
ASV_449,No match,COI SPECIES DATABASE,,
ASV_450,No match,COI SPECIES DATABASE,,
ASV_451,No match,COI SPECIES DATABASE,,
ASV_452,Heteropoda venatoria,COI SPECIES DATABASE,100,89.81
ASV_453,No match,COI SPECIES DATABASE,,
ASV_454,No match,COI SPECIES DATABASE,,
ASV_455,No match,COI SPECIES DATABASE,,
ASV_456,No match,COI SPECIES DATABASE,,
ASV_457,No match,COI SPECIES DATABASE,,
ASV_458,Conoderus pallipes,COI SPECIES DATABASE,99.68,85.77
ASV_459,No match,COI SPECIES DATABASE,,
ASV_460,No match,COI SPECIES DATABASE,,
ASV_461,No match,COI SPECIES DATABASE,,
ASV_462,No match,COI SPECIES DATABASE,,
ASV_463,Heteropoda venatoria,COI SPECIES DATABASE,100,90.78
ASV_464,No match,COI SPECIES DATABASE,,
ASV_465,No match,COI SPECIES DATABASE,,
ASV_466,No match,COI SPECIES DATABASE,,
ASV_467,No match,COI SPECIES DATABASE,,
ASV_468,No match,COI SPECIES DATABASE,,
ASV_469,Ectopsocus sp.,COI SPECIES DATABASE,100,84.29
ASV_470,No match,COI SPECIES DATABASE,,
ASV_471,No match,COI SPECIES DATABASE,,
ASV_472,No match,COI SPECIES DATABASE,,
ASV_473,No match,COI SPECIES DATABASE,,
ASV_474,No match,COI SPECIES DATABASE,,
ASV_475,Heteropoda venatoria,COI SPECIES DATABASE,99.35,90.1
ASV_476,No match,COI SPECIES DATABASE,,
ASV_477,No match,COI SPECIES DATABASE,,
ASV_478,No match,COI SPECIES DATABASE,,
ASV_479,No match,COI SPECIES DATABASE,,
ASV_480,Heteropoda venatoria,COI SPECIES DATABASE,99.68,90.41
ASV_481,Heteropoda venatoria,COI SPECIES DATABASE,99.38,89.97
ASV_482,No match,COI SPECIES DATABASE,,
ASV_483,No match,COI SPECIES DATABASE,,
ASV_484,No match,COI SPECIES DATABASE,,
ASV_485,Neoscona theisi,COI SPECIES DATABASE,99.57,96.76
ASV_486,Scholastes lonchifer,COI SPECIES DATABASE,99.67,88.14
ASV_487,No match,COI SPECIES DATABASE,,
ASV_488,Liriomyza sativae,COI SPECIES DATABASE,100,100
ASV_489,No match,COI SPECIES DATABASE,,
ASV_490,No match,COI SPECIES DATABASE,,
ASV_491,No match,COI SPECIES DATABASE,,
ASV_492,No match,COI SPECIES DATABASE,,
ASV_493,No match,COI SPECIES DATABASE,,
ASV_494,No match,COI SPECIES DATABASE,,
ASV_495,Pantala flavescens,COI SPECIES DATABASE,99.68,98.71
ASV_496,Wolbachia sp. Tetraponera manangotra,COI SPECIES DATABASE,99.35,98.41
ASV_497,No match,COI SPECIES DATABASE,,
ASV_498,Pycnoscelus indicus,COI SPECIES DATABASE,97.41,84.14
ASV_499,No match,COI SPECIES DATABASE,,
ASV_500,No match,COI SPECIES DATABASE,,
