Query ID,Best ID,Search DB,,
ASV_1201,No match,COI SPECIES DATABASE,,
ASV_1202,Heteropoda venatoria,COI SPECIES DATABASE,100,90.91
ASV_1203,No match,COI SPECIES DATABASE,,
ASV_1204,No match,COI SPECIES DATABASE,,
ASV_1205,No match,COI SPECIES DATABASE,,
ASV_1206,No match,COI SPECIES DATABASE,,
ASV_1207,No match,COI SPECIES DATABASE,,
ASV_1208,No match,COI SPECIES DATABASE,,
ASV_1209,No match,COI SPECIES DATABASE,,
ASV_1210,No match,COI SPECIES DATABASE,,
ASV_1211,No match,COI SPECIES DATABASE,,
ASV_1212,No match,COI SPECIES DATABASE,,
ASV_1213,No match,COI SPECIES DATABASE,,
ASV_1214,No match,COI SPECIES DATABASE,,
ASV_1215,No match,COI SPECIES DATABASE,,
ASV_1216,No match,COI SPECIES DATABASE,,
ASV_1217,No match,COI SPECIES DATABASE,,
ASV_1218,No match,COI SPECIES DATABASE,,
ASV_1219,No match,COI SPECIES DATABASE,,
ASV_1220,No match,COI SPECIES DATABASE,,
ASV_1221,No match,COI SPECIES DATABASE,,
ASV_1222,No match,COI SPECIES DATABASE,,
ASV_1223,No match,COI SPECIES DATABASE,,
ASV_1224,No match,COI SPECIES DATABASE,,
ASV_1225,No match,COI SPECIES DATABASE,,
ASV_1226,No match,COI SPECIES DATABASE,,
ASV_1227,No match,COI SPECIES DATABASE,,
ASV_1228,No match,COI SPECIES DATABASE,,
ASV_1229,No match,COI SPECIES DATABASE,,
ASV_1230,No match,COI SPECIES DATABASE,,
ASV_1231,No match,COI SPECIES DATABASE,,
ASV_1232,No match,COI SPECIES DATABASE,,
ASV_1233,No match,COI SPECIES DATABASE,,
ASV_1234,No match,COI SPECIES DATABASE,,
ASV_1235,No match,COI SPECIES DATABASE,,
ASV_1236,No match,COI SPECIES DATABASE,,
ASV_1237,Heteropoda venatoria,COI SPECIES DATABASE,100,90.8
ASV_1238,No match,COI SPECIES DATABASE,,
ASV_1239,No match,COI SPECIES DATABASE,,
ASV_1240,No match,COI SPECIES DATABASE,,
ASV_1241,No match,COI SPECIES DATABASE,,
ASV_1242,No match,COI SPECIES DATABASE,,
ASV_1243,No match,COI SPECIES DATABASE,,
ASV_1244,No match,COI SPECIES DATABASE,,
ASV_1245,No match,COI SPECIES DATABASE,,
ASV_1246,No match,COI SPECIES DATABASE,,
ASV_1247,No match,COI SPECIES DATABASE,,
ASV_1248,No match,COI SPECIES DATABASE,,
ASV_1249,No match,COI SPECIES DATABASE,,
ASV_1250,No match,COI SPECIES DATABASE,,
ASV_1251,No match,COI SPECIES DATABASE,,
ASV_1252,No match,COI SPECIES DATABASE,,
ASV_1253,No match,COI SPECIES DATABASE,,
ASV_1254,No match,COI SPECIES DATABASE,,
ASV_1255,No match,COI SPECIES DATABASE,,
ASV_1256,No match,COI SPECIES DATABASE,,
ASV_1257,No match,COI SPECIES DATABASE,,
ASV_1258,No match,COI SPECIES DATABASE,,
ASV_1259,No match,COI SPECIES DATABASE,,
ASV_1260,No match,COI SPECIES DATABASE,,
ASV_1261,No match,COI SPECIES DATABASE,,
ASV_1262,No match,COI SPECIES DATABASE,,
ASV_1263,No match,COI SPECIES DATABASE,,
ASV_1264,No match,COI SPECIES DATABASE,,
ASV_1265,No match,COI SPECIES DATABASE,,
ASV_1266,No match,COI SPECIES DATABASE,,
ASV_1267,No match,COI SPECIES DATABASE,,
ASV_1268,No match,COI SPECIES DATABASE,,
ASV_1269,No match,COI SPECIES DATABASE,,
ASV_1270,No match,COI SPECIES DATABASE,,
ASV_1271,No match,COI SPECIES DATABASE,,
ASV_1272,No match,COI SPECIES DATABASE,,
ASV_1273,No match,COI SPECIES DATABASE,,
ASV_1274,No match,COI SPECIES DATABASE,,
ASV_1275,No match,COI SPECIES DATABASE,,
ASV_1276,No match,COI SPECIES DATABASE,,
ASV_1277,No match,COI SPECIES DATABASE,,
ASV_1278,No match,COI SPECIES DATABASE,,
ASV_1279,No match,COI SPECIES DATABASE,,
ASV_1280,No match,COI SPECIES DATABASE,,
ASV_1281,No match,COI SPECIES DATABASE,,
ASV_1282,No match,COI SPECIES DATABASE,,
ASV_1283,No match,COI SPECIES DATABASE,,
ASV_1284,No match,COI SPECIES DATABASE,,
ASV_1285,No match,COI SPECIES DATABASE,,
ASV_1286,No match,COI SPECIES DATABASE,,
ASV_1287,No match,COI SPECIES DATABASE,,
ASV_1288,No match,COI SPECIES DATABASE,,
ASV_1289,No match,COI SPECIES DATABASE,,
ASV_1290,No match,COI SPECIES DATABASE,,
ASV_1291,No match,COI SPECIES DATABASE,,
ASV_1292,No match,COI SPECIES DATABASE,,
ASV_1293,No match,COI SPECIES DATABASE,,
ASV_1294,Aprostocetus sp. 10,COI SPECIES DATABASE,99.67,89.92
ASV_1295,No match,COI SPECIES DATABASE,,
ASV_1296,No match,COI SPECIES DATABASE,,
ASV_1297,Heteropoda venatoria,COI SPECIES DATABASE,99.38,90.1
ASV_1298,No match,COI SPECIES DATABASE,,
ASV_1299,No match,COI SPECIES DATABASE,,
ASV_1300,No match,COI SPECIES DATABASE,,
