Query ID,Best ID,Search DB,,
ASV_101,No match,COI SPECIES DATABASE,,
ASV_102,Neoscona theisi,COI SPECIES DATABASE,99.27,96.76
ASV_103,No match,COI SPECIES DATABASE,,
ASV_104,No match,COI SPECIES DATABASE,,
ASV_105,No match,COI SPECIES DATABASE,,
ASV_106,No match,COI SPECIES DATABASE,,
ASV_107,No match,COI SPECIES DATABASE,,
ASV_108,No match,COI SPECIES DATABASE,,
ASV_109,No match,COI SPECIES DATABASE,,
ASV_110,Wolbachia endosymbiont,COI SPECIES DATABASE,97.53,88.67
ASV_111,No match,COI SPECIES DATABASE,,
ASV_112,No match,COI SPECIES DATABASE,,
ASV_113,Heteropoda venatoria,COI SPECIES DATABASE,97.53,90.1
ASV_114,No match,COI SPECIES DATABASE,,
ASV_115,Smeringopus pallidus,COI SPECIES DATABASE,100,81.7
ASV_116,No match,COI SPECIES DATABASE,,
ASV_117,Heteropoda venatoria,COI SPECIES DATABASE,98.15,90.42
ASV_118,No match,COI SPECIES DATABASE,,
ASV_119,No match,COI SPECIES DATABASE,,
ASV_120,Scytodes longipes,COI SPECIES DATABASE,97.41,84.79
ASV_121,No match,COI SPECIES DATABASE,,
ASV_122,Scytodes longipes,COI SPECIES DATABASE,98.38,85.11
ASV_123,Anchiphiloscia pilosa,COI SPECIES DATABASE,100,81.67
ASV_124,2012,COI SPECIES DATABASE,100,90.2
ASV_125,Pycnoscelus sp. B103,COI SPECIES DATABASE,100,84.91
ASV_126,No match,COI SPECIES DATABASE,,
ASV_127,No match,COI SPECIES DATABASE,,
ASV_128,No match,COI SPECIES DATABASE,,
ASV_129,No match,COI SPECIES DATABASE,,
ASV_130,No match,COI SPECIES DATABASE,,
ASV_131,Penicillium citrinum,COI SPECIES DATABASE,98.31,94.92
ASV_132,Heteropoda venatoria,COI SPECIES DATABASE,100,90.68
ASV_133,No match,COI SPECIES DATABASE,,
ASV_134,No match,COI SPECIES DATABASE,,
ASV_135,No match,COI SPECIES DATABASE,,
ASV_136,No match,COI SPECIES DATABASE,,
ASV_137,No match,COI SPECIES DATABASE,,
ASV_138,No match,COI SPECIES DATABASE,,
ASV_139,No match,COI SPECIES DATABASE,,
ASV_140,No match,COI SPECIES DATABASE,,
ASV_141,No match,COI SPECIES DATABASE,,
ASV_142,Phisis holdhausi,COI SPECIES DATABASE,99.68,85.27
ASV_143,No match,COI SPECIES DATABASE,,
ASV_144,No match,COI SPECIES DATABASE,,
ASV_145,No match,COI SPECIES DATABASE,,
ASV_146,No match,COI SPECIES DATABASE,,
ASV_147,No match,COI SPECIES DATABASE,,
ASV_148,No match,COI SPECIES DATABASE,,
ASV_149,Heteropoda venatoria,COI SPECIES DATABASE,97.73,89.27
ASV_150,Scytodes longipes,COI SPECIES DATABASE,98.38,84.79
ASV_151,No match,COI SPECIES DATABASE,,
ASV_152,No match,COI SPECIES DATABASE,,
ASV_153,No match,COI SPECIES DATABASE,,
ASV_154,No match,COI SPECIES DATABASE,,
ASV_155,Heteropoda venatoria,COI SPECIES DATABASE,99.68,90.41
ASV_156,Heteropoda venatoria,COI SPECIES DATABASE,99.68,91.06
ASV_157,No match,COI SPECIES DATABASE,,
ASV_158,No match,COI SPECIES DATABASE,,
ASV_159,No match,COI SPECIES DATABASE,,
ASV_160,No match,COI SPECIES DATABASE,,
ASV_161,No match,COI SPECIES DATABASE,,
ASV_162,No match,COI SPECIES DATABASE,,
ASV_163,No match,COI SPECIES DATABASE,,
ASV_164,Lepidopsocus marmoratus,COI SPECIES DATABASE,100,84.79
ASV_165,No match,COI SPECIES DATABASE,,
ASV_166,No match,COI SPECIES DATABASE,,
ASV_167,No match,COI SPECIES DATABASE,,
ASV_168,No match,COI SPECIES DATABASE,,
ASV_169,No match,COI SPECIES DATABASE,,
ASV_170,No match,COI SPECIES DATABASE,,
ASV_171,No match,COI SPECIES DATABASE,,
ASV_172,No match,COI SPECIES DATABASE,,
ASV_173,Siphunculina striolata,COI SPECIES DATABASE,100,90.72
ASV_174,No match,COI SPECIES DATABASE,,
ASV_175,No match,COI SPECIES DATABASE,,
ASV_176,No match,COI SPECIES DATABASE,,
ASV_177,No match,COI SPECIES DATABASE,,
ASV_178,No match,COI SPECIES DATABASE,,
ASV_179,No match,COI SPECIES DATABASE,,
ASV_180,Scholastes lonchifer,COI SPECIES DATABASE,100,88.19
ASV_181,Diploptera punctata,COI SPECIES DATABASE,100,81.88
ASV_182,No match,COI SPECIES DATABASE,,
ASV_183,Pycnoscelus surinamensis,COI SPECIES DATABASE,100,84.47
ASV_184,No match,COI SPECIES DATABASE,,
ASV_185,No match,COI SPECIES DATABASE,,
ASV_186,No match,COI SPECIES DATABASE,,
ASV_187,No match,COI SPECIES DATABASE,,
ASV_188,No match,COI SPECIES DATABASE,,
ASV_189,No match,COI SPECIES DATABASE,,
ASV_190,Heteropoda venatoria,COI SPECIES DATABASE,99.68,90.41
ASV_191,No match,COI SPECIES DATABASE,,
ASV_192,No match,COI SPECIES DATABASE,,
ASV_193,No match,COI SPECIES DATABASE,,
ASV_194,No match,COI SPECIES DATABASE,,
ASV_195,No match,COI SPECIES DATABASE,,
ASV_196,No match,COI SPECIES DATABASE,,
ASV_197,No match,COI SPECIES DATABASE,,
ASV_198,Wolbachia sp. Tetraponera manangotra,COI SPECIES DATABASE,99.35,98.32
ASV_199,No match,COI SPECIES DATABASE,,
ASV_200,No match,COI SPECIES DATABASE,,
