Query ID,Best ID,Search DB,,
ASV_901,No match,COI FULL DATABASE (includes records without species designation),,
ASV_902,Diptera,COI FULL DATABASE (includes records without species designation),100,92.88
ASV_903,Hymenoptera,COI FULL DATABASE (includes records without species designation),100,96.44
ASV_904,No match,COI FULL DATABASE (includes records without species designation),,
ASV_905,No match,COI FULL DATABASE (includes records without species designation),,
ASV_906,No match,COI FULL DATABASE (includes records without species designation),,
ASV_907,No match,COI FULL DATABASE (includes records without species designation),,
ASV_908,No match,COI FULL DATABASE (includes records without species designation),,
ASV_909,No match,COI FULL DATABASE (includes records without species designation),,
ASV_910,No match,COI FULL DATABASE (includes records without species designation),,
ASV_911,No match,COI FULL DATABASE (includes records without species designation),,
ASV_912,No match,COI FULL DATABASE (includes records without species designation),,
ASV_913,No match,COI FULL DATABASE (includes records without species designation),,
ASV_914,No match,COI FULL DATABASE (includes records without species designation),,
ASV_915,No match,COI FULL DATABASE (includes records without species designation),,
ASV_916,No match,COI FULL DATABASE (includes records without species designation),,
ASV_917,No match,COI FULL DATABASE (includes records without species designation),,
ASV_918,No match,COI FULL DATABASE (includes records without species designation),,
ASV_919,No match,COI FULL DATABASE (includes records without species designation),,
ASV_920,No match,COI FULL DATABASE (includes records without species designation),,
ASV_921,No match,COI FULL DATABASE (includes records without species designation),,
ASV_922,No match,COI FULL DATABASE (includes records without species designation),,
ASV_923,No match,COI FULL DATABASE (includes records without species designation),,
ASV_924,Periplaneta australasiae,COI FULL DATABASE (includes records without species designation),99.68,91.91
ASV_925,Araneae,COI FULL DATABASE (includes records without species designation),98.38,85
ASV_926,No match,COI FULL DATABASE (includes records without species designation),,
ASV_927,No match,COI FULL DATABASE (includes records without species designation),,
ASV_928,No match,COI FULL DATABASE (includes records without species designation),,
ASV_929,No match,COI FULL DATABASE (includes records without species designation),,
ASV_930,No match,COI FULL DATABASE (includes records without species designation),,
ASV_931,No match,COI FULL DATABASE (includes records without species designation),,
ASV_932,Pheidole megacephala,COI FULL DATABASE (includes records without species designation),100,100
ASV_933,Fusarium proliferatum,COI FULL DATABASE (includes records without species designation),100,85.67
ASV_934,No match,COI FULL DATABASE (includes records without species designation),,
ASV_935,No match,COI FULL DATABASE (includes records without species designation),,
ASV_936,No match,COI FULL DATABASE (includes records without species designation),,
ASV_937,No match,COI FULL DATABASE (includes records without species designation),,
ASV_938,No match,COI FULL DATABASE (includes records without species designation),,
ASV_939,No match,COI FULL DATABASE (includes records without species designation),,
ASV_940,No match,COI FULL DATABASE (includes records without species designation),,
ASV_941,No match,COI FULL DATABASE (includes records without species designation),,
ASV_942,No match,COI FULL DATABASE (includes records without species designation),,
ASV_943,No match,COI FULL DATABASE (includes records without species designation),,
ASV_944,No match,COI FULL DATABASE (includes records without species designation),,
ASV_945,No match,COI FULL DATABASE (includes records without species designation),,
ASV_946,No match,COI FULL DATABASE (includes records without species designation),,
ASV_947,No match,COI FULL DATABASE (includes records without species designation),,
ASV_948,No match,COI FULL DATABASE (includes records without species designation),,
ASV_949,No match,COI FULL DATABASE (includes records without species designation),,
ASV_950,Dermaptera,COI FULL DATABASE (includes records without species designation),97.54,86.08
ASV_951,No match,COI FULL DATABASE (includes records without species designation),,
ASV_952,No match,COI FULL DATABASE (includes records without species designation),,
ASV_953,No match,COI FULL DATABASE (includes records without species designation),,
ASV_954,No match,COI FULL DATABASE (includes records without species designation),,
ASV_955,No match,COI FULL DATABASE (includes records without species designation),,
ASV_956,No match,COI FULL DATABASE (includes records without species designation),,
ASV_957,No match,COI FULL DATABASE (includes records without species designation),,
ASV_958,Aleurodicus dispersus,COI FULL DATABASE (includes records without species designation),100,100
ASV_959,No match,COI FULL DATABASE (includes records without species designation),,
ASV_960,No match,COI FULL DATABASE (includes records without species designation),,
ASV_961,No match,COI FULL DATABASE (includes records without species designation),,
ASV_962,No match,COI FULL DATABASE (includes records without species designation),,
ASV_963,No match,COI FULL DATABASE (includes records without species designation),,
ASV_964,No match,COI FULL DATABASE (includes records without species designation),,
ASV_965,No match,COI FULL DATABASE (includes records without species designation),,
ASV_966,No match,COI FULL DATABASE (includes records without species designation),,
ASV_967,No match,COI FULL DATABASE (includes records without species designation),,
ASV_968,No match,COI FULL DATABASE (includes records without species designation),,
ASV_969,No match,COI FULL DATABASE (includes records without species designation),,
ASV_970,No match,COI FULL DATABASE (includes records without species designation),,
ASV_971,No match,COI FULL DATABASE (includes records without species designation),,
ASV_972,Dermaptera,COI FULL DATABASE (includes records without species designation),97.54,85.44
ASV_973,No match,COI FULL DATABASE (includes records without species designation),,
ASV_974,No match,COI FULL DATABASE (includes records without species designation),,
ASV_975,No match,COI FULL DATABASE (includes records without species designation),,
ASV_976,No match,COI FULL DATABASE (includes records without species designation),,
ASV_977,No match,COI FULL DATABASE (includes records without species designation),,
ASV_978,No match,COI FULL DATABASE (includes records without species designation),,
ASV_979,No match,COI FULL DATABASE (includes records without species designation),,
ASV_980,No match,COI FULL DATABASE (includes records without species designation),,
ASV_981,Orthoptera,COI FULL DATABASE (includes records without species designation),99.52,85.71
ASV_982,No match,COI FULL DATABASE (includes records without species designation),,
ASV_983,No match,COI FULL DATABASE (includes records without species designation),,
ASV_984,No match,COI FULL DATABASE (includes records without species designation),,
ASV_985,Mus musculus,COI FULL DATABASE (includes records without species designation),99.64,99.03
ASV_986,No match,COI FULL DATABASE (includes records without species designation),,
ASV_987,No match,COI FULL DATABASE (includes records without species designation),,
ASV_988,No match,COI FULL DATABASE (includes records without species designation),,
ASV_989,Mus musculus,COI FULL DATABASE (includes records without species designation),99.28,98.71
ASV_990,No match,COI FULL DATABASE (includes records without species designation),,
ASV_991,No match,COI FULL DATABASE (includes records without species designation),,
ASV_992,No match,COI FULL DATABASE (includes records without species designation),,
ASV_993,No match,COI FULL DATABASE (includes records without species designation),,
ASV_994,No match,COI FULL DATABASE (includes records without species designation),,
ASV_995,No match,COI FULL DATABASE (includes records without species designation),,
ASV_996,No match,COI FULL DATABASE (includes records without species designation),,
ASV_997,Dermatophagoides sp. WH_1,COI FULL DATABASE (includes records without species designation),100,87.5
ASV_998,No match,COI FULL DATABASE (includes records without species designation),,
ASV_999,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1000,No match,COI FULL DATABASE (includes records without species designation),,
