Query ID,Best ID,Search DB,,
Zotu801,No match,COI FULL DATABASE (includes records without species designation),,
Zotu802,No match,COI FULL DATABASE (includes records without species designation),,
Zotu803,No match,COI FULL DATABASE (includes records without species designation),,
Zotu804,No match,COI FULL DATABASE (includes records without species designation),,
Zotu805,No match,COI FULL DATABASE (includes records without species designation),,
Zotu806,No match,COI FULL DATABASE (includes records without species designation),,
Zotu807,No match,COI FULL DATABASE (includes records without species designation),,
Zotu808,No match,COI FULL DATABASE (includes records without species designation),,
Zotu809,Dermaptera,COI FULL DATABASE (includes records without species designation),97.19,85.44
Zotu810,No match,COI FULL DATABASE (includes records without species designation),,
Zotu811,No match,COI FULL DATABASE (includes records without species designation),,
Zotu812,No match,COI FULL DATABASE (includes records without species designation),,
Zotu813,No match,COI FULL DATABASE (includes records without species designation),,
Zotu814,No match,COI FULL DATABASE (includes records without species designation),,
Zotu815,No match,COI FULL DATABASE (includes records without species designation),,
Zotu816,No match,COI FULL DATABASE (includes records without species designation),,
Zotu817,Araneae,COI FULL DATABASE (includes records without species designation),97.31,85.52
Zotu818,No match,COI FULL DATABASE (includes records without species designation),,
Zotu819,Orthoptera,COI FULL DATABASE (includes records without species designation),100,86.19
Zotu820,No match,COI FULL DATABASE (includes records without species designation),,
Zotu821,No match,COI FULL DATABASE (includes records without species designation),,
Zotu822,No match,COI FULL DATABASE (includes records without species designation),,
Zotu823,No match,COI FULL DATABASE (includes records without species designation),,
Zotu824,No match,COI FULL DATABASE (includes records without species designation),,
Zotu825,No match,COI FULL DATABASE (includes records without species designation),,
Zotu826,No match,COI FULL DATABASE (includes records without species designation),,
Zotu827,Phytophthora nicotianae,COI FULL DATABASE (includes records without species designation),100,95.79
Zotu828,Dermaptera,COI FULL DATABASE (includes records without species designation),98.25,85.44
Zotu829,No match,COI FULL DATABASE (includes records without species designation),,
Zotu830,No match,COI FULL DATABASE (includes records without species designation),,
Zotu831,No match,COI FULL DATABASE (includes records without species designation),,
Zotu832,Diptera,COI FULL DATABASE (includes records without species designation),98.04,85.29
Zotu833,No match,COI FULL DATABASE (includes records without species designation),,
Zotu834,Linepithema humile,COI FULL DATABASE (includes records without species designation),100,100
Zotu835,No match,COI FULL DATABASE (includes records without species designation),,
Zotu836,No match,COI FULL DATABASE (includes records without species designation),,
Zotu837,No match,COI FULL DATABASE (includes records without species designation),,
Zotu838,No match,COI FULL DATABASE (includes records without species designation),,
Zotu839,No match,COI FULL DATABASE (includes records without species designation),,
Zotu840,No match,COI FULL DATABASE (includes records without species designation),,
Zotu841,Diptera,COI FULL DATABASE (includes records without species designation),100,97.76
Zotu842,No match,COI FULL DATABASE (includes records without species designation),,
Zotu843,No match,COI FULL DATABASE (includes records without species designation),,
Zotu844,Dasyhelea ludingensis,COI FULL DATABASE (includes records without species designation),100,100
Zotu845,Dermaptera,COI FULL DATABASE (includes records without species designation),98.25,85.44
Zotu846,No match,COI FULL DATABASE (includes records without species designation),,
Zotu847,Araneae,COI FULL DATABASE (includes records without species designation),98.29,85.26
Zotu848,Dermaptera,COI FULL DATABASE (includes records without species designation),98.58,85.29
Zotu849,Penicillium citrinum,COI FULL DATABASE (includes records without species designation),100,96.61
Zotu850,No match,COI FULL DATABASE (includes records without species designation),,
Zotu851,No match,COI FULL DATABASE (includes records without species designation),,
Zotu852,No match,COI FULL DATABASE (includes records without species designation),,
Zotu853,No match,COI FULL DATABASE (includes records without species designation),,
Zotu854,No match,COI FULL DATABASE (includes records without species designation),,
Zotu855,No match,COI FULL DATABASE (includes records without species designation),,
Zotu856,No match,COI FULL DATABASE (includes records without species designation),,
Zotu857,No match,COI FULL DATABASE (includes records without species designation),,
Zotu858,No match,COI FULL DATABASE (includes records without species designation),,
Zotu859,No match,COI FULL DATABASE (includes records without species designation),,
Zotu860,No match,COI FULL DATABASE (includes records without species designation),,
Zotu861,No match,COI FULL DATABASE (includes records without species designation),,
Zotu862,No match,COI FULL DATABASE (includes records without species designation),,
Zotu863,No match,COI FULL DATABASE (includes records without species designation),,
Zotu864,No match,COI FULL DATABASE (includes records without species designation),,
Zotu865,No match,COI FULL DATABASE (includes records without species designation),,
Zotu866,No match,COI FULL DATABASE (includes records without species designation),,
