Query ID,Best ID,Search DB,,
ASV_101,No match,COI FULL DATABASE (includes records without species designation),,
ASV_102,No match,COI FULL DATABASE (includes records without species designation),,
ASV_103,Dermaptera,COI FULL DATABASE (includes records without species designation),97.54,85.76
ASV_104,Dermaptera,COI FULL DATABASE (includes records without species designation),99.3,85.44
ASV_105,No match,COI FULL DATABASE (includes records without species designation),,
ASV_106,No match,COI FULL DATABASE (includes records without species designation),,
ASV_107,Dermaptera,COI FULL DATABASE (includes records without species designation),98.6,86.08
ASV_108,Dermaptera,COI FULL DATABASE (includes records without species designation),99.3,85.44
ASV_109,No match,COI FULL DATABASE (includes records without species designation),,
ASV_110,Dermaptera,COI FULL DATABASE (includes records without species designation),97.54,85.44
ASV_111,No match,COI FULL DATABASE (includes records without species designation),,
ASV_112,No match,COI FULL DATABASE (includes records without species designation),,
ASV_113,No match,COI FULL DATABASE (includes records without species designation),,
ASV_114,Dermaptera,COI FULL DATABASE (includes records without species designation),97.54,85.76
ASV_115,Penicillium citrinum,COI FULL DATABASE (includes records without species designation),98.31,94.92
ASV_116,Dermaptera,COI FULL DATABASE (includes records without species designation),97.54,85.76
ASV_117,No match,COI FULL DATABASE (includes records without species designation),,
ASV_118,Entomobryomorpha,COI FULL DATABASE (includes records without species designation),99.02,94.12
ASV_119,No match,COI FULL DATABASE (includes records without species designation),,
ASV_120,Diploptera punctata,COI FULL DATABASE (includes records without species designation),100,82.52
ASV_121,Dermaptera,COI FULL DATABASE (includes records without species designation),99.3,84.97
ASV_122,No match,COI FULL DATABASE (includes records without species designation),,
ASV_123,Dermaptera,COI FULL DATABASE (includes records without species designation),98.25,86.04
ASV_124,No match,COI FULL DATABASE (includes records without species designation),,
ASV_125,Dermaptera,COI FULL DATABASE (includes records without species designation),99.29,85.37
ASV_126,No match,COI FULL DATABASE (includes records without species designation),,
ASV_127,Dermaptera,COI FULL DATABASE (includes records without species designation),98.25,85.76
ASV_128,Dermaptera,COI FULL DATABASE (includes records without species designation),99.65,85.44
ASV_129,Heteropoda venatoria,COI FULL DATABASE (includes records without species designation),100,90.58
ASV_130,No match,COI FULL DATABASE (includes records without species designation),,
ASV_131,Heteropoda venatoria,COI FULL DATABASE (includes records without species designation),100,90.95
ASV_132,No match,COI FULL DATABASE (includes records without species designation),,
ASV_133,Dermaptera,COI FULL DATABASE (includes records without species designation),99.3,85.44
ASV_134,Pycnoscelus surinamensis,COI FULL DATABASE (includes records without species designation),100,86.21
ASV_135,No match,COI FULL DATABASE (includes records without species designation),,
ASV_136,No match,COI FULL DATABASE (includes records without species designation),,
ASV_137,Heteropoda venatoria,COI FULL DATABASE (includes records without species designation),99.68,90.53
ASV_138,Dermaptera,COI FULL DATABASE (includes records without species designation),99.3,85.76
ASV_139,Dermaptera,COI FULL DATABASE (includes records without species designation),99.3,85.44
ASV_140,No match,COI FULL DATABASE (includes records without species designation),,
ASV_141,Heteropoda venatoria,COI FULL DATABASE (includes records without species designation),99.68,90.53
