Query ID,Best ID,Search DB,,
ASV_601,No match,COI FULL DATABASE (includes records without species designation),,
ASV_602,No match,COI FULL DATABASE (includes records without species designation),,
ASV_603,No match,COI FULL DATABASE (includes records without species designation),,
ASV_604,No match,COI FULL DATABASE (includes records without species designation),,
ASV_605,No match,COI FULL DATABASE (includes records without species designation),,
ASV_606,No match,COI FULL DATABASE (includes records without species designation),,
ASV_607,No match,COI FULL DATABASE (includes records without species designation),,
ASV_608,No match,COI FULL DATABASE (includes records without species designation),,
ASV_609,No match,COI FULL DATABASE (includes records without species designation),,
ASV_610,No match,COI FULL DATABASE (includes records without species designation),,
ASV_611,No match,COI FULL DATABASE (includes records without species designation),,
ASV_612,No match,COI FULL DATABASE (includes records without species designation),,
ASV_613,No match,COI FULL DATABASE (includes records without species designation),,
ASV_614,No match,COI FULL DATABASE (includes records without species designation),,
ASV_615,No match,COI FULL DATABASE (includes records without species designation),,
ASV_616,No match,COI FULL DATABASE (includes records without species designation),,
ASV_617,No match,COI FULL DATABASE (includes records without species designation),,
ASV_618,No match,COI FULL DATABASE (includes records without species designation),,
ASV_619,No match,COI FULL DATABASE (includes records without species designation),,
ASV_620,No match,COI FULL DATABASE (includes records without species designation),,
ASV_621,No match,COI FULL DATABASE (includes records without species designation),,
ASV_622,No match,COI FULL DATABASE (includes records without species designation),,
ASV_623,No match,COI FULL DATABASE (includes records without species designation),,
ASV_624,No match,COI FULL DATABASE (includes records without species designation),,
ASV_625,No match,COI FULL DATABASE (includes records without species designation),,
ASV_626,Orthoptera,COI FULL DATABASE (includes records without species designation),100,86.08
ASV_627,Zygomycota Insecta ,COI FULL DATABASE (includes records without species designation),100,96.38
ASV_628,No match,COI FULL DATABASE (includes records without species designation),,
ASV_629,No match,COI FULL DATABASE (includes records without species designation),,
ASV_630,No match,COI FULL DATABASE (includes records without species designation),,
ASV_631,No match,COI FULL DATABASE (includes records without species designation),,
ASV_632,No match,COI FULL DATABASE (includes records without species designation),,
ASV_633,No match,COI FULL DATABASE (includes records without species designation),,
ASV_634,No match,COI FULL DATABASE (includes records without species designation),,
ASV_635,No match,COI FULL DATABASE (includes records without species designation),,
ASV_636,No match,COI FULL DATABASE (includes records without species designation),,
ASV_637,No match,COI FULL DATABASE (includes records without species designation),,
ASV_638,No match,COI FULL DATABASE (includes records without species designation),,
ASV_639,No match,COI FULL DATABASE (includes records without species designation),,
ASV_640,No match,COI FULL DATABASE (includes records without species designation),,
ASV_641,No match,COI FULL DATABASE (includes records without species designation),,
ASV_642,No match,COI FULL DATABASE (includes records without species designation),,
ASV_643,Pheidole megacephala,COI FULL DATABASE (includes records without species designation),100,100
ASV_644,No match,COI FULL DATABASE (includes records without species designation),,
ASV_645,No match,COI FULL DATABASE (includes records without species designation),,
ASV_646,No match,COI FULL DATABASE (includes records without species designation),,
ASV_647,No match,COI FULL DATABASE (includes records without species designation),,
ASV_648,No match,COI FULL DATABASE (includes records without species designation),,
ASV_649,IsotomidaeGEN sp. DPCOL102537,COI FULL DATABASE (includes records without species designation),98.75,81.85
ASV_650,No match,COI FULL DATABASE (includes records without species designation),,
ASV_651,No match,COI FULL DATABASE (includes records without species designation),,
ASV_652,2012,COI FULL DATABASE (includes records without species designation),99.68,90.51
ASV_653,Conocephalus saltator,COI FULL DATABASE (includes records without species designation),100,85.44
ASV_654,No match,COI FULL DATABASE (includes records without species designation),,
ASV_655,No match,COI FULL DATABASE (includes records without species designation),,
ASV_656,No match,COI FULL DATABASE (includes records without species designation),,
ASV_657,No match,COI FULL DATABASE (includes records without species designation),,
ASV_658,No match,COI FULL DATABASE (includes records without species designation),,
ASV_659,No match,COI FULL DATABASE (includes records without species designation),,
ASV_660,No match,COI FULL DATABASE (includes records without species designation),,
ASV_661,No match,COI FULL DATABASE (includes records without species designation),,
ASV_662,No match,COI FULL DATABASE (includes records without species designation),,
ASV_663,No match,COI FULL DATABASE (includes records without species designation),,
ASV_664,Orthoptera,COI FULL DATABASE (includes records without species designation),100,85.66
ASV_665,No match,COI FULL DATABASE (includes records without species designation),,
ASV_666,No match,COI FULL DATABASE (includes records without species designation),,
ASV_667,No match,COI FULL DATABASE (includes records without species designation),,
ASV_668,No match,COI FULL DATABASE (includes records without species designation),,
ASV_669,No match,COI FULL DATABASE (includes records without species designation),,
ASV_670,No match,COI FULL DATABASE (includes records without species designation),,
ASV_671,Heteropoda venatoria,COI FULL DATABASE (includes records without species designation),100,90.95
ASV_672,Hymenoptera,COI FULL DATABASE (includes records without species designation),100,91.34
ASV_673,No match,COI FULL DATABASE (includes records without species designation),,
ASV_674,No match,COI FULL DATABASE (includes records without species designation),,
ASV_675,No match,COI FULL DATABASE (includes records without species designation),,
ASV_676,No match,COI FULL DATABASE (includes records without species designation),,
ASV_677,No match,COI FULL DATABASE (includes records without species designation),,
ASV_678,No match,COI FULL DATABASE (includes records without species designation),,
ASV_679,No match,COI FULL DATABASE (includes records without species designation),,
ASV_680,No match,COI FULL DATABASE (includes records without species designation),,
ASV_681,No match,COI FULL DATABASE (includes records without species designation),,
ASV_682,No match,COI FULL DATABASE (includes records without species designation),,
ASV_683,No match,COI FULL DATABASE (includes records without species designation),,
ASV_684,No match,COI FULL DATABASE (includes records without species designation),,
ASV_685,No match,COI FULL DATABASE (includes records without species designation),,
ASV_686,No match,COI FULL DATABASE (includes records without species designation),,
ASV_687,No match,COI FULL DATABASE (includes records without species designation),,
ASV_688,Symphypleona,COI FULL DATABASE (includes records without species designation),99.67,82.18
ASV_689,No match,COI FULL DATABASE (includes records without species designation),,
ASV_690,No match,COI FULL DATABASE (includes records without species designation),,
ASV_691,Penicillium citrinum,COI FULL DATABASE (includes records without species designation),97.74,94.92
ASV_692,No match,COI FULL DATABASE (includes records without species designation),,
ASV_693,No match,COI FULL DATABASE (includes records without species designation),,
ASV_694,No match,COI FULL DATABASE (includes records without species designation),,
ASV_695,No match,COI FULL DATABASE (includes records without species designation),,
ASV_696,No match,COI FULL DATABASE (includes records without species designation),,
ASV_697,No match,COI FULL DATABASE (includes records without species designation),,
ASV_698,No match,COI FULL DATABASE (includes records without species designation),,
ASV_699,Entomobryomorpha,COI FULL DATABASE (includes records without species designation),98.69,93.79
ASV_700,No match,COI FULL DATABASE (includes records without species designation),,
