Query ID,Best ID,Search DB,,
ASV_1301,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1302,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1303,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1304,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1305,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1306,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1307,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1308,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1309,Orthoptera,COI FULL DATABASE (includes records without species designation),100,86.41
ASV_1310,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1311,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1312,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1313,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1314,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1315,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1316,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1317,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1318,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1319,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1320,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1321,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1322,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1323,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1324,Rhabditida,COI FULL DATABASE (includes records without species designation),98.36,88.56
ASV_1325,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1326,Heteropoda venatoria,COI FULL DATABASE (includes records without species designation),100,90.95
ASV_1327,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1328,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1329,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1330,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1331,Heteropoda venatoria,COI FULL DATABASE (includes records without species designation),100,90.95
ASV_1332,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1333,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1334,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1335,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1336,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1337,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1338,Hasarius adansoni,COI FULL DATABASE (includes records without species designation),100,89.54
ASV_1339,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1340,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1341,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1342,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1343,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1344,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1345,Diptera,COI FULL DATABASE (includes records without species designation),100,90.56
ASV_1346,Diptera,COI FULL DATABASE (includes records without species designation),100,100
ASV_1347,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1348,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1349,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1350,Psocodea,COI FULL DATABASE (includes records without species designation),100,80
ASV_1351,Orthoptera,COI FULL DATABASE (includes records without species designation),100,85.6
ASV_1352,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1353,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1354,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1355,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1356,Chonocephalus sp.,COI FULL DATABASE (includes records without species designation),99.68,81.02
ASV_1357,Diptera,COI FULL DATABASE (includes records without species designation),100,86.08
ASV_1358,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1359,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1360,Diptera,COI FULL DATABASE (includes records without species designation),99.68,99.68
ASV_1361,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1362,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1363,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1364,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1365,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1366,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1367,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1368,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1369,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1370,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1371,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1372,Orthoptera,COI FULL DATABASE (includes records without species designation),100,85.6
ASV_1373,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1374,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1375,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1376,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1377,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1378,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1379,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1380,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1381,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1382,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1383,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1384,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1385,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1386,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1387,Liposcelis decolor,COI FULL DATABASE (includes records without species designation),97.4,75
ASV_1388,No match,COI FULL DATABASE (includes records without species designation),,
ASV_1389,No match,COI FULL DATABASE (includes records without species designation),,
